nit;name_restaurant;manager_restaurant;type_id_customer;id_customer;first_name;last_name;phone;address;date_order;code_order;name_product;code_product;description;cost;quantity;status
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Lindsay;48562458027;belleza;-2615,885;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Brade;48562458025;comida;-2629,395;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Tyson;48562458023;casa;-2642,905;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Thebault;48562458021;cocina;-2656,415;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Joaquin;48562458019;animal;-2669,925;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Porter;48562458017;salud;-2683,435;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Joey;48562458015;belleza;-2696,945;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Hanan;48562458013;comida;-2710,455;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Sergei;48562458011;casa;-2723,965;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Silvio;48562458009;cocina;-2737,475;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Matthias;48562458007;animal;-2750,985;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Pooh;48562458005;salud;-2764,495;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Galvin;48562458003;belleza;-2778,005;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Zedekiah;48562458001;comida;-2791,515;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Randi;48562457999;casa;-2805,025;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Jermayne;48562457997;cocina;-2818,535;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Isidor;48562457995;animal;-2832,045;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Iver;48562457993;salud;-2845,555;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Vasilis;48562457991;belleza;-2859,065;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Riley;48562457989;comida;-2872,575;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Julius;48562457987;casa;-2886,085;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Hasheem;48562457985;cocina;-2899,595;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Nikolaus;48562457983;animal;-2913,105;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Kinny;48562457981;salud;-2926,615;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Slade;48562457979;belleza;-2940,125;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Layton;48562457977;comida;-2953,635;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Gib;48562457975;casa;-2967,145;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Hayward;48562457973;cocina;-2980,655;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Sigismund;48562457971;animal;-2994,165;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Collin;48562457969;salud;-3007,675;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Bud;48562457967;belleza;-3021,185;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Osbert;48562457965;comida;-3034,695;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Torin;48562457963;casa;-3048,205;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Pat;48562457961;cocina;-3061,715;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Gianni;48562457959;animal;-3075,225;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Rudd;48562457957;salud;-3088,735;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Caldwell;48562457955;belleza;-3102,245;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Edgar;48562457953;comida;-3115,755;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Pietrek;48562457951;casa;-3129,265;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Hazlett;48562457949;cocina;-3142,775;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Darnall;48562457947;animal;-3156,285;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Weidar;48562457945;salud;-3169,795;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Jimmy;48562457943;belleza;-3183,305;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Wendall;48562457941;comida;-3196,815;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Keven;48562457939;casa;-3210,325;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Wat;48562457937;cocina;-3223,835;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Seth;48562457935;animal;-3237,345;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Geordie;48562457933;salud;-3250,855;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Orlan;48562457931;belleza;-3264,365;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Hubie;48562457929;comida;-3277,875;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Hercule;48562457927;casa;-3291,385;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Seward;48562457925;cocina;-3304,895;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Egbert;48562457923;animal;-3318,405;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Gun;48562457921;salud;-3331,915;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Constantino;48562457919;belleza;-3345,425;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Neel;48562457917;comida;-3358,935;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Terry;48562457915;casa;-3372,445;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Isadore;48562457913;cocina;-3385,955;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Iorgo;48562457911;animal;-3399,465;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Fletch;48562457909;salud;-3412,975;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Chrissy;48562457907;belleza;-3426,485;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Farr;48562457905;comida;-3439,995;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Jed;48562457903;casa;-3453,505;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Aubrey;48562457901;cocina;-3467,015;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Lorin;48562457899;animal;-3480,525;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Adams;48562457897;salud;-3494,035;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Vic;48562457895;belleza;-3507,545;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Dwight;48562457893;comida;-3521,055;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Carlin;48562457891;casa;-3534,565;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Shurwood;48562457889;cocina;-3548,075;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Major;48562457887;animal;-3561,585;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Ingmar;48562457885;salud;-3575,095;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Marven;48562457883;belleza;-3588,605;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Kellen;48562457881;comida;-3602,115;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Yulma;48562457879;casa;-3615,625;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Kipp;48562457877;cocina;-3629,135;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Taite;48562457875;animal;-3642,645;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Giorgio;48562457873;salud;-3656,155;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Asher;48562457871;belleza;-3669,665;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Robin;48562457869;comida;-3683,175;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Ramsey;48562457867;casa;-3696,685;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Averil;48562457865;cocina;-3710,195;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Christos;48562457863;animal;-3723,705;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Harcourt;48562457861;salud;-3737,215;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Eugenius;48562457859;belleza;-3750,725;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Ax;48562457857;comida;-3764,235;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Rolf;48562457855;casa;-3777,745;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Haley;48562457853;cocina;-3791,255;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Wells;48562457851;animal;-3804,765;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Gareth;48562457849;salud;-3818,275;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Ossie;48562457847;belleza;-3831,785;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Dene;48562457845;comida;-3845,295;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Hurleigh;48562457843;casa;-3858,805;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Alyosha;48562457841;cocina;-3872,315;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Husein;48562457839;animal;-3885,825;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Mack;48562457837;salud;-3899,335;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Packston;48562457835;belleza;-3912,845;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Ellswerth;48562457833;comida;-3926,355;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Regen;48562457831;casa;-3939,865;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Felizio;48562457829;cocina;-3953,375;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Ethelred;48562457827;animal;-3966,885;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Lancelot;48562457825;salud;-3980,395;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Cointon;48562457823;belleza;-3993,905;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Sibyl;48562457821;comida;-4007,415;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Travis;48562457819;casa;-4020,925;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Gerome;48562457817;cocina;-4034,435;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Martainn;48562457815;animal;-4047,945;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Zacharias;48562457813;salud;-4061,455;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Derek;48562457811;belleza;-4074,965;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Goraud;48562457809;comida;-4088,475;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Nels;48562457807;casa;-4101,985;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Ervin;48562457805;cocina;-4115,495;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Felipe;48562457803;animal;-4129,005;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Phineas;48562457801;salud;-4142,515;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Brice;48562457799;belleza;-4156,025;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Tobie;48562457797;comida;-4169,535;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Sonnie;48562457795;casa;-4183,045;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Ingemar;48562457793;cocina;-4196,555;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Del;48562457791;animal;-4210,065;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Virgil;48562457789;salud;-4223,575;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Flory;48562457787;belleza;-4237,085;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Whitney;48562457785;comida;-4250,595;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Sauncho;48562457783;casa;-4264,105;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Dan;48562457781;cocina;-4277,615;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Alf;48562457779;animal;-4291,125;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Perceval;48562457777;salud;-4304,635;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Ariel;48562457775;belleza;-4318,145;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Nester;48562457773;comida;-4331,655;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Jayson;48562457771;casa;-4345,165;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Skell;48562457769;cocina;-4358,675;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Iorgo;48562457767;animal;-4372,185;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Claiborn;48562457765;salud;-4385,695;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Noble;48562457763;belleza;-4399,205;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Stan;48562457761;comida;-4412,715;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Robin;48562457759;casa;-4426,225;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Jack;48562457757;cocina;-4439,735;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Jud;48562457755;animal;-4453,245;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Reagan;48562457753;salud;-4466,755;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Bradley;48562457751;belleza;-4480,265;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Natal;48562457749;comida;-4493,775;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Benn;48562457747;casa;-4507,285;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Eberto;48562457745;cocina;-4520,795;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Isaiah;48562457743;animal;-4534,305;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Cosme;48562457741;salud;-4547,815;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Westbrook;48562457739;belleza;-4561,325;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Stanfield;48562457737;comida;-4574,835;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Silvanus;48562457735;casa;-4588,345;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Berke;48562457733;cocina;-4601,855;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Erl;48562457731;animal;-4615,365;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Dallon;48562457729;salud;-4628,875;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Pennie;48562457727;belleza;-4642,385;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Chick;48562457725;comida;-4655,895;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Emmet;48562457723;casa;-4669,405;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Thaxter;48562457721;cocina;-4682,915;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Neil;48562457719;animal;-4696,425;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Greg;48562457717;salud;-4709,935;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Marcelo;48562457715;belleza;-4723,445;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Jeremy;48562457713;comida;-4736,955;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Hilton;48562457711;casa;-4750,465;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Gaven;48562457709;cocina;-4763,975;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Edan;48562457707;animal;-4777,485;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Paulo;48562457705;salud;-4790,995;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Mart;48562457703;belleza;-4804,505;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Noam;48562457701;comida;-4818,015;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Anton;48562457699;casa;-4831,525;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Emmett;48562457697;cocina;-4845,035;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Clive;48562457695;animal;-4858,545;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Lammond;48562457693;salud;-4872,055;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Boigie;48562457691;belleza;-4885,565;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Felice;48562457689;comida;-4899,075;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Ashton;48562457687;casa;-4912,585;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Kelby;48562457685;cocina;-4926,095;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Ichabod;48562457683;animal;-4939,605;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Ozzy;48562457681;salud;-4953,115;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Cameron;48562457679;belleza;-4966,625;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Vinnie;48562457677;comida;-4980,135;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Elvyn;48562457675;casa;-4993,645;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Ragnar;48562457673;cocina;-5007,155;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Padget;48562457671;animal;-5020,665;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Glenden;48562457669;salud;-5034,175;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Ramsey;48562457667;belleza;-5047,685;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Reinhold;48562457665;comida;-5061,195;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Alyosha;48562457663;casa;-5074,705;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Homere;48562457661;cocina;-5088,215;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Brewer;48562457659;animal;-5101,725;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Olin;48562457657;salud;-5115,235;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Tedman;48562457655;belleza;-5128,745;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Richmound;48562457653;comida;-5142,255;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Jarrid;48562457651;casa;-5155,765;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Hayward;48562457649;cocina;-5169,275;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Stacy;48562457647;animal;-5182,785;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Lorin;48562457645;salud;-5196,295;1;delivered
1002852649;carulla;maria;CC;1601745993;Carlos;Pantoja;544815445;454685;15/12/2024;11;Marietta;48562457643;belleza;-5209,805;2;sent
1002852650;alkosto;arturo;CE;1601745994;Hernesto;Segundo;246641415;888;10/12/2014;9;Frasquito;48562457641;comida;-5223,315;3;requested
1002852651;brilla;helena;PP;1601745995;Danna;Perez;256166881;5;11/05/2013;5;Abramo;48562457639;casa;-5236,825;4;in process
1002852648;éxito;carlos;TI;1601745992;Maria;Paul;488635718;1564854685;12/02/2020;13;Michel;48562457637;cocina;-5250,335;1;delivered
